Pipelines, Stages, Tasks, Memory(MB), Time(secs)
1, 1, 1, 0.00102233886719, 0.513599872589
1, 10, 1, 0.00498199462891, 7.00950622559e-05
1, 100, 1, 0.0482406616211, 0.000349044799805
1, 1000, 1, 0.406120300293, 0.00131487846375
1, 10000, 1, 4.33647918701, 0.0147259235382
1, 100000, 1, 41.8588180542, 0.202800035477
1, 1000000, 1, 413.448661804, 1.44965004921
