Pipelines, Stages, Tasks, Memory(MB), Time(secs)
1, 1, 1, 0.00102233886719, 5.81741333008e-05
1, 1, 10, 0.00292205810547, 0.000427961349487
1, 1, 100, 0.0255813598633, 0.00358700752258
1, 1, 1000, 0.177467346191, 0.0341491699219
1, 1, 10000, 2.04788970947, 0.322582960129
1, 1, 100000, 18.9708633423, 3.31290316582
1, 1, 1000000, 177.70059967, 32.6223609447
1, 1, 10000000, 1749.66251373, 327.390244961
